Key,File,Type,schinese
bedMadeNoFrameWhite,blocks,Block,已整理的无框白色床
bedMadeNoFrameYellow,blocks,Block,已整理的无框黄色床
bedMessyNoFrameArmyGreen,blocks,Block,凌乱的无框军绿色床
bedMessyNoFrameBlack,blocks,Block,凌乱的无框黑色床
bedMessyNoFrameBlue,blocks,Block,凌乱的无框蓝色床
bedMessyNoFrameBrown,blocks,Block,凌乱的无框棕色床
bedMessyNoFrameGreen,blocks,Block,凌乱的无框绿色床
bedMessyNoFrameGrey,blocks,Block,凌乱的无框灰色床
bedMessyNoFrameOrange,blocks,Block,凌乱的无框橙色床
bedMessyNoFramePink,blocks,Block,凌乱的无框粉色床
bedMessyNoFramePurple,blocks,Block,凌乱的无框紫色床
bedMessyNoFrameRandomHelper,blocks,Block,= 所有凌乱的无框床 = 随机助手
bedMessyNoFrameRandomHelperDesc,blocks,Block,将随机生成一个任意颜色的凌乱的无框床。
bedMessyNoFrameRed,blocks,Block,凌乱的无框红色床
bedMessyNoFrameWhite,blocks,Block,凌乱的无框白色床
bedMessyNoFrameYellow,blocks,Block,凌乱的无框黄色床
bedNoFrameRandomHelperArmyGreen,blocks,Block,= 无框军绿色床 = 随机助手
bedNoFrameRandomHelperBlack,blocks,Block,= 无框黑色床 = 随机助手
bedNoFrameRandomHelperBlue,blocks,Block,= 无框蓝色床 = 随机助手
bedNoFrameRandomHelperBrown,blocks,Block,= 无框棕色床 = 随机助手
bedNoFrameRandomHelperColorsDesc,blocks,Block,将随机生成标题颜色的已整理无框床、凌乱的上下铺床、床垫或框架。
bedNoFrameRandomHelperGreen,blocks,Block,= 无框绿色床 = 随机助手
bedNoFrameRandomHelperGrey,blocks,Block,= 无框灰色床 = 随机助手
bedNoFrameRandomHelperOrange,blocks,Block,= 无框橙色床 = 随机助手
bedNoFrameRandomHelperPink,blocks,Block,= 无框粉色床 = 随机助手
bedNoFrameRandomHelperPurple,blocks,Block,= 无框紫色床 = 随机助手
bedNoFrameRandomHelperRed,blocks,Block,= 无框红色床 = 随机助手
bedNoFrameRandomHelperWhite,blocks,Block,= 无框白色床 = 随机助手
bedNoFrameRandomHelperYellow,blocks,Block,= 无框黄色床 = 随机助手
bedroll,blocks,Block,棕色睡袋
bedrollArmyGreen,blocks,Block,睡袋 军用 绿色
bedrollArmyGreenPOI,blocks,Block,睡袋 军用 绿色（目标点）
bedrollBlue,blocks,Block,睡袋 蓝色
bedrollGreen,blocks,Block,睡袋 绿色
bedrollGrey,blocks,Block,睡袋 灰色
bedrollOrange,blocks,Block,睡袋 橙色
bedrollPink,blocks,Block,睡袋 粉色
bedrollPOI,blocks,Block,睡袋（目标点）
bedrollPurple,blocks,Block,睡袋 紫色
bedrollRed,blocks,Block,睡袋 红色
bedrollWhite,blocks,Block,睡袋 白色
bedrollYellow,blocks,Block,睡袋 黄色
bicycleStatic,blocks,Block,自行车 静态
biomeHarvestRandomHelper,blocks,Block,= 生态环境采集 = 随机助手
birdBathPlanter,blocks,Block,高脚杯花盆
bleachersBottomMiddle,blocks,Block,露天看台底中部
bleachersBottomSupport,blocks,Block,露天看台底部支撑
bleachersSupport,blocks,Block,露天看台支撑
bleachersTopMiddle,blocks,Block,露天看台中上方
bleachersTopSupport,blocks,Block,露天看台上方支撑
bleachersUnderneathMiddle,blocks,Block,露天看台中下方
bleachersUnderneathSupport,blocks,Block,露天看台下方支撑
bloodDecor01,blocks,Block,血液装饰01
bloodDecor02,blocks,Block,血液装饰02
bloodDecor05,blocks,Block,血液装饰05
bloodDecor06,blocks,Block,血液装饰06
boardedWindowsSheet4,blocks,Block,窗舌板
bodyBagBlack,blocks,Block,黑色装尸袋
bodyBagBlackFlies,blocks,Block,黑色装尸袋-苍蝇
bodyBagPair,blocks,Block,一对装尸袋
bodyBagPairMixed,blocks,Block,混合装尸袋
bodyBagPairYellow,blocks,Block,一对黄色装尸袋
bodyBagPile,blocks,Block,一堆装尸袋
bodyBagPileMix,blocks,Block,一堆混合装尸袋
bodyBagYellow,blocks,Block,黄色装尸袋
bodyBagYellowFlies,blocks,Block,黄色装尸袋-苍蝇
breakerBoxBroken,blocks,Block,开关箱 破损
breakerBoxClosed,blocks,Block,开关箱 关闭
breakerBoxOpen,blocks,Block,开关箱 打开
breakerBoxWallClosed,blocks,Block,开关箱 墙面 关闭
breakerBoxWallOpen,blocks,Block,开关箱 墙面 打开
brick2PlateCorner,blocks,Block,2 块砖板组合拐角
brick2PlateCornerHalf,blocks,Block,2 块砖板组合拐角 半
brickArch,blocks,Block,砖拱顶 2米
brickArchCurveBase,blocks,Block,砖拱顶 弯曲 基底
brickArchCurveFiller,blocks,Block,砖拱顶 弯曲 填充
brickArchCurveMiddle,blocks,Block,砖拱顶 弯曲 中间
brickArchCurveTop,blocks,Block,砖拱顶 弯曲 顶部
brickArchCurveTopMiddle,blocks,Block,砖拱顶 弯曲 顶部 中间
brickArchCurveTopMiddleTopper,blocks,Block,砖拱顶 弯曲 顶部 中间 上方
brickArchCurveWall,blocks,Block,砖拱顶 弯曲 墙
brickArchCurveWallCap,blocks,Block,砖拱顶 弯曲 墙 顶盖
brickBlock,blocks,Block,砖
brickBlockBaseboard1,blocks,Block,砖块 踢脚线 1
brickBlockBaseboard4,blocks,Block,砖块 踢脚线 4
brickBlockBaseboardChairRail1,blocks,Block,砖块 踢脚线 护墙板 1
brickBlockBaseboardChairRail4,blocks,Block,砖块 踢脚线 护墙板 4
brickBlockTileBroken01,blocks,Block,砖块-碎瓷砖
brickBlockTrimCNRRound,blocks,Block,砖圆拐角缘饰
brickBlockTrimHalfSplit,blocks,Block,砖块 1/2 缘饰
brickBlockTrimHalfSplit4Sided,blocks,Block,砖块 1/2 缘饰 4 面
brickBlockTrimHalfSplitDiagonal,blocks,Block,砖块 1/2 缘饰对角
brickBlockTrimQuarterCornerInside,blocks,Block,砖块缘饰 1/4 内拐角
brickBlockTrimQuarterCornerInsideTriangle,blocks,Block,砖块缘饰 1/4 三角形内拐角
brickBlockTrimQuarterCornerOutside,blocks,Block,砖块缘饰 1/4 外拐角
brickBlockTrimQuarterCornerOutside2Sided,blocks,Block,砖块缘饰 1/4 外拐角 2 面
brickBlockTrimQuarterEdge,blocks,Block,砖块缘饰 1/4 边缘
brickBlockTrimQuarterEdge2Sided,blocks,Block,砖块缘饰 1/4 边缘 2 面
brickBlockTrimQuarterEdgeDouble,blocks,Block,砖块 缘饰 1/4 边缘 双重
brickBlockTrimQuarterEdgeRound,blocks,Block,砖块 缘饰 1/4 边缘 圆弧
brickCNRFull,blocks,Block,砖 全 拐角
brickCNRInside,blocks,Block,砖 内 拐角
brickCNRRamp,blocks,Block,砖坡道 拐角
brickCNRRampFiller,blocks,Block,砖坡道 拐角 填充
brickCNRRound,blocks,Block,砖 拐角 圆
brickCNRRoundTop,blocks,Block,砖 拐角 圆 顶部
brickCornerstone,blocks,Block,砖基石
brickCTRPlate,blocks,Block,居中砖板
brickCTRpole,blocks,Block,砖杆 居中
brickCTRQuarter,blocks,Block,砖块 1/4 居中
brickCTRQuarterBroken,blocks,Block,砖块 1/4 中间 破损
brickDestroyedBlock01,blocks,Block,砖块 毁坏 01
brickDestroyedBlock02,blocks,Block,砖块 毁坏 02
brickDestroyedBlock03,blocks,Block,砖块 毁坏 03
brickDestroyedBlock04,blocks,Block,毁坏的砖块 04
brickDestroyedBlock05,blocks,Block,毁坏的砖块 05
brickGable,blocks,Block,砖山墙
brickGable1m,blocks,Block,砖山墙 1米
brickGableInvertedHalf,blocks,Block,砖山墙 仰拱 1/2
brickGableInvertedQuarter,blocks,Block,砖山墙 仰拱 1/4
brickGableInvertedSteep,blocks,Block,砖山墙 仰拱 陡峭
brickGableQuarter,blocks,Block,砖山墙 1/4
brickGroupDesc,blocks,Block,砖墙可提供良好的保护，并且在之后可升级为混凝土墙。
brickHalf,blocks,Block,砖块 1/2
brickHalfBlockBaseboard1,blocks,Block,半块砖 踢脚线 1
brickHalfBlockBaseboard4,blocks,Block,半块砖 踢脚线 4
brickHalfBlockChairRail1,blocks,Block,半块砖 护墙板 1
brickHalfBlockChairRail4,blocks,Block,半块砖 护墙板 4
brickHalfBlockCornerBaseboard1,blocks,Block,半块砖 拐角 踢脚线 1
brickHalfBlockCornerBaseboard4,blocks,Block,半块砖 拐角 踢脚线 4
brickHalfBlockCornerChairRail1,blocks,Block,半块砖 拐角 护墙板 1
brickHalfBlockCornerChairRail4,blocks,Block,半块砖 拐角 护墙板 4
brickHalfCentered,blocks,Block,砖块 1/2 居中
brickHalfCenteredDestroyedBlock01,blocks,Block,半块毁坏居中的砖 01
brickHalfCenteredDestroyedBlock02,blocks,Block,半块毁坏居中的砖 02
brickHalfCenteredDestroyedBlock03,blocks,Block,半块毁坏居中的砖 03
brickHalfCenteredDestroyedBlock04,blocks,Block,半块毁坏居中的砖 04
brickHalfCNRInside2,blocks,Block,砖块 1/2 拐角 内部 2
brickHalfDestroyedBlock01,blocks,Block,半块毁坏的砖 01
brickHalfDestroyedBlock02,blocks,Block,半块毁坏的砖 02
brickHalfDestroyedBlock03,blocks,Block,半块毁坏的砖 03
brickHalfDestroyedBlock04,blocks,Block,半块毁坏的砖 04
brickHalfDestroyedBlock05,blocks,Block,半块毁坏的砖 05
brickHalfDestroyedBlock06,blocks,Block,半块毁坏的砖 06
brickHalfDestroyedBlock07,blocks,Block,半块毁坏的砖 07
brickHalfDestroyedBlock08,blocks,Block,半块毁坏的砖 08
brickHalfInsideCorner,blocks,Block,砖块 7/8
brickHalfRampStairs50,blocks,Block,砖 1/2 坡道
brickHalfRampStairs50Filler,blocks,Block,砖 1/2 坡道 填充
brickHalfTrimSplit,blocks,Block,1/2 砖块缘饰
brickPlate,blocks,Block,砖板
brickPlateDiagonal,blocks,Block,砖板 对角
brickPlateDiagonalFiller,blocks,Block,砖板 对角 填充
brickPlateDiagonalFillerWallLeft,blocks,Block,砖板 对角 填充 墙面 左侧
brickPlateDiagonalFillerWallRight,blocks,Block,砖板 对角 填充 墙面 右侧
brickPlateDiagonalWallLeft,blocks,Block,砖板 对角 墙面 左侧
brickPlateDiagonalWallRight,blocks,Block,砖板 对角 墙面 右侧
brickPlateOffset,blocks,Block,砖板 偏移
brickPlatePole,blocks,Block,砖板柱
brickPlateWedgeFiller,blocks,Block,砖板 楔形 填充
brickPlateWedgeFillerWallLeft,blocks,Block,砖板 楔形 填充 墙面 左侧
brickPlateWedgeFillerWallRight,blocks,Block,砖板 楔形 填充 墙面 右侧
brickPlateWedgeIncline,blocks,Block,砖板 楔形 倾斜
brickPlateWedgeInclineWallLeft,blocks,Block,砖板 楔形 倾斜 墙面 左侧
brickPlateWedgeInclineWallRight,blocks,Block,砖板 楔形 倾斜 墙面 右侧
brickPlateWedgeTip,blocks,Block,砖板 楔形 尖端
brickPlateWedgeTipWallLeft,blocks,Block,砖板 楔形 尖端 墙面 左侧
brickPlateWedgeTipWallRight,blocks,Block,砖板 楔形 尖端 墙面 右侧
brickPoleSCTR,blocks,Block,砖杆 侧面中心
brickPyramid1m,blocks,Block,砖尖顶 1米
brickQuarter,blocks,Block,1/4砖块
brickQuarterCNR,blocks,Block,砖 1/4 拐角
brickQuarterCNR3Way,blocks,Block,砖 1/4 拐角 3向
brickQuarterCNRQuarterPlate,blocks,Block,1/4 砖 拐角 1/4 板
brickQuarterSCtr,blocks,Block,砖 1/4 侧面中心
brickQuarterTeeSCtr,blocks,Block,砖 1/4 T型 侧面中心
brickQuarterTrimSplit,blocks,Block,砖块 1/4 缘饰 分裂
brickRamp,blocks,Block,砖坡道
brickRampTrimQuarter,blocks,Block,1/4 砖坡道缘饰
bricksStack,blocks,Block,砖堆
brickStairs25,blocks,Block,砖楼梯 25
brickStairs25CornerCNR,blocks,Block,砖楼梯 拐角
brickStairs50,blocks,Block,砖楼梯 50
brickStairsFilledRailingLeft,blocks,Block,砖楼梯-栏杆左
brickStairsFilledRailingRight,blocks,Block,砖楼梯-栏杆右
brickTubeCenter,blocks,Block,砖管 3米 中间
brickTubeCorner,blocks,Block,砖管 3米 拐角
brickTunnelCenter,blocks,Block,砖道 3米 中间
brickTunnelCorner,blocks,Block,砖道 3米 拐角
brickWedge,blocks,Block,砖楔
brickWedgeCNRInsideBottom,blocks,Block,砖楔 内 拐角 底部
brickWedgeCNRInsideSteepBase,blocks,Block,砖楔 陡峭 内 拐角 基底
brickWedgeCNRInsideSteepTop,blocks,Block,砖楔 陡峭 内 拐角 顶部
brickWedgeCNRInsideTop,blocks,Block,砖楔 内 拐角 顶部
brickWedgeCNRSteepBase,blocks,Block,砖楔 陡峭 拐角 基底
brickWedgeCNRSteepTop,blocks,Block,砖楔 陡峭 拐角 顶部
brickWedgeIncline,blocks,Block,砖楔 倾斜
brickWedgeInclineCornerTop,blocks,Block,砖楔 倾斜 拐角 顶部
brickWedgeNarrowHigh,blocks,Block,砖楔 窄 高
brickWedgeNarrowLow,blocks,Block,砖楔 窄 低
brickWedgeNarrowMid,blocks,Block,砖楔 窄 中
brickWedgeNarrowTip,blocks,Block,砖楔 窄 末端
brickWedgeRampLeftIntersection,blocks,Block,砖楔形块 - 斜面朝左
brickWedgeRampRightIntersection,blocks,Block,砖楔形块 - 斜面朝右
brickWedgeStairs,blocks,Block,砖楔 楼梯
brickWedgeSteepTipLeftIntersection,blocks,Block,陡倾角砖楔形块 - 尖端朝左
brickWedgeSteepTipRightIntersection,blocks,Block,陡倾角砖楔形块 - 尖端朝右
brickWedgeSteepWedgeLeftIntersection,blocks,Block,陡倾角砖楔形块 - 楔形朝左
brickWedgeSteepWedgeRightIntersection,blocks,Block,陡倾角砖楔形块 - 楔形朝右
brickWedgeTip,blocks,Block,砖楔 末端
brickWedgeTipCNRFullBottom,blocks,Block,砖楔 全 拐角 底部
brickWedgeTipCNRFullTop,blocks,Block,砖楔 全 拐角 顶部
brickWedgeTipRampLeftIntersection,blocks,Block,砖楔形块尖端 - 斜面朝左
brickWedgeTipRampRightIntersection,blocks,Block,砖楔形块尖端 - 斜面朝右
brickWedgeTipStairs,blocks,Block,砖楔 末端 楼梯
brickWedgeTipSteepTipLeftIntersection,blocks,Block,陡倾角砖楔形块尖端 - 尖端朝左
brickWedgeTipSteepTipRightIntersection,blocks,Block,陡倾角砖楔形块尖端 - 尖端朝右
brickWedgeTipSteepWedgeLeftIntersection,blocks,Block,陡倾角砖楔形块尖端 - 楔形朝左
brickWedgeTipSteepWedgeRightIntersection,blocks,Block,陡倾角砖楔形块尖端 - 楔形朝右
brickWindowArch3MCNR,blocks,Block,砖 3米 拱窗 拐角
brickWindowArch3MCTR,blocks,Block,砖 3米 拱窗 中心
brickWindowArch3MTip,blocks,Block,砖 3米 拱窗 末端
brickWindowArchTop,blocks,Block,砖窗 拱 顶部
brickWindowCircle,blocks,Block,砖窗 圆
brickWindowCircleCorner,blocks,Block,砖窗 圆角
brickWindowRoundTop,blocks,Block,砖窗 圆顶
bridgeConcreteBlock,blocks,Block,桥 混凝土块
bridgeMetalRivetBlock,blocks,Block,桥 金属铆钉块
bridgeWoodBlock,blocks,Block,桥 木块
bulletproofGlassGroupDesc,blocks,Block,防弹玻璃可以维修，但需要与维修材料相同类型的全新物块。
bunkBedFrame,blocks,Block,双面床床架
bunkBedMade,blocks,Block,已整理的黑色上下铺床
bunkBedMadeArmyGreen,blocks,Block,已整理的军绿色上下铺床
bunkBedMadeBlue,blocks,Block,已整理的蓝色上下铺床
bunkBedMadeBrown,blocks,Block,已整理的棕色上下铺床
bunkBedMadeGreen,blocks,Block,已整理的绿色上下铺床
bunkBedMadeGrey,blocks,Block,已整理的灰色上下铺床
bunkBedMadeOrange,blocks,Block,已整理的橙色上下铺床
bunkBedMadePink,blocks,Block,已整理的粉色上下铺床
bunkBedMadePurple,blocks,Block,已整理的紫色上下铺床
bunkBedMadeRandomHelper,blocks,Block,= 所有已整理上下铺床 = 随机助手
bunkBedMadeRandomHelperDesc,blocks,Block,将随机生成一个任意颜色的已整理上下铺床。
bunkBedMadeRed,blocks,Block,已整理的红色上下铺床
bunkBedMadeWhite,blocks,Block,已整理的白色上下铺床
bunkBedMadeYellow,blocks,Block,已整理的黄色上下铺床
bunkBedMattress,blocks,Block,双面床床垫
bunkBedMessy,blocks,Block,凌乱的黑色上下铺床
bunkBedMessyArmyGreen,blocks,Block,凌乱的军绿色上下铺床
bunkBedMessyBlue,blocks,Block,凌乱的蓝色上下铺床
bunkBedMessyBrown,blocks,Block,凌乱的棕色上下铺床
bunkBedMessyGreen,blocks,Block,凌乱的绿色上下铺床
bunkBedMessyGrey,blocks,Block,凌乱的灰色上下铺床
bunkBedMessyOrange,blocks,Block,凌乱的橙色上下铺床
bunkBedMessyPink,blocks,Block,凌乱的粉色上下铺床
bunkBedMessyPurple,blocks,Block,凌乱的紫色上下铺床
bunkBedMessyRandomHelper,blocks,Block,= 所有凌乱的上下铺床 = 随机助手
bunkBedMessyRandomHelperDesc,blocks,Block,将随机生成一个任意颜色的凌乱的上下铺床。
bunkBedMessyRed,blocks,Block,凌乱的红色上下铺床
bunkBedMessyWhite,blocks,Block,凌乱的白色上下铺床
bunkBedMessyYellow,blocks,Block,凌乱的黄色上下铺床
bunkBedRandomHelper,blocks,Block,= 黑色上下铺床 = 随机助手
bunkBedRandomHelperArmyGreen,blocks,Block,= 军绿色上下铺床 = 随机助手
bunkBedRandomHelperBlue,blocks,Block,= 蓝色上下铺床 = 随机助手
bunkBedRandomHelperBrown,blocks,Block,= 棕色上下铺床 = 随机助手
bunkBedRandomHelperColorsDesc,blocks,Block,将随机生成标题颜色的已整理上下铺床、凌乱的上下铺床、床垫或框架。
bunkBedRandomHelperDesc,blocks,Block,将随机生成一个已整理的上下铺床、凌乱的上下铺床、床垫或框架。
bunkBedRandomHelperGreen,blocks,Block,= 绿色上下铺床 = 随机助手
bunkBedRandomHelperGrey,blocks,Block,= 灰色上下铺床 = 随机助手
bunkBedRandomHelperOrange,blocks,Block,= 橙色上下铺床 = 随机助手
bunkBedRandomHelperPink,blocks,Block,= 粉色上下铺床 = 随机助手
bunkBedRandomHelperPurple,blocks,Block,= 紫色上下铺床 = 随机助手
bunkBedRandomHelperRed,blocks,Block,= 红色上下铺床 = 随机助手
bunkBedRandomHelperWhite,blocks,Block,= 白色上下铺床 = 随机助手
bunkBedRandomHelperYellow,blocks,Block,= 黄色上下铺床 = 随机助手
burningBarrel,blocks,Block,燃烧桶（POI）
burningBarrelPlayer,blocks,Block,燃烧桶
burntSedan01,blocks,Block,焚毁轿车
burntSedan3Wide01,blocks,Block,焚毁轿车
burntWoodBlock1,blocks,Block,烧损木块 1
burntWoodBlock2,blocks,Block,烧损木块 2
burntWoodBlock3,blocks,Block,烧损木块 3
burntWoodBlock4,blocks,Block,烧损木块 4
burntWoodBlock5,blocks,Block,烧损木块 5
burntWoodBlock6,blocks,Block,烧损木块 6
burntWoodRamp7,blocks,Block,烧损木坡道 7
burntWoodRoof,blocks,Block,烧损木房顶
burntWoodWedge7,blocks,Block,烧损木楔 7
cable1,blocks,Block,电缆 1
calendar2034,blocks,Block,2034日历
candelabraLightSmall,blocks,Block,枝状大烛台 小
capChimney,blocks,Block,烟囱 顶盖
capChimneyLarge,blocks,Block,烟囱 顶盖 大
capChimneyLargeSmoke,blocks,Block,烟囱 顶盖 大 冒烟
cars3WideRandomHelper,blocks,Block,= 汽车 3 宽度 = 随机助手
cars3WideRandomHelperDesc,blocks,Block,将随机生成宽度为3地块的未受损汽车。\n用于平板拖车，或汽车需要被居中的地方。
carsRandomHelper,blocks,Block,= 汽车 = 随机助手
carsRandomHelperDesc,blocks,Block,随机生成：（大部分）未损坏、（稀有）损坏、（非常稀有）汽车残骸
carWrecksRandomHelper,blocks,Block,= 汽车残骸 = 随机助手
carWrecksRandomHelperDesc,blocks,Block,随机生成汽车残骸
cashRegisterConveyorCorner,blocks,Block,收银机拐角输送机
cashRegisterConveyorMiddle,blocks,Block,收银机中央输送机
cashRegisterConveyorStraight,blocks,Block,收银机连续输送机
ceilingLight01_2x2,blocks,Block,简易灯 2x2 (POI)
ceilingLight02_2x2,blocks,Block,圆顶银吊灯 2x2 (POI)
ceilingLight02Brass_2x2,blocks,Block,圆顶铜吊灯 2x2 (POI)
ceilingLight04_PendantPole,blocks,Block,仓库顶灯 杆（POI）
ceilingLight04_PendantPoleBase,blocks,Block,仓库顶灯 杆 基底（POI）
ceilingLight04_PendantShadeBase,blocks,Block,仓库顶灯 基底（POI）
ceilingLight05_PendantBase,blocks,Block,玻璃灯 杆 基底（POI）
ceilingLight05_PendantPole,blocks,Block,玻璃灯 杆（POI）
ceilingLight07_2x2,blocks,Block,荧光灯 2x2 (POI)
cellarDoorDoubleIron,blocks,Block,地窖铁门
cellarDoorDoubleIronDesc,blocks,Block,长按[action:local:Activate][action:permanent:Activate]即可锁住或设置组合。在辅助动作下，使用锻钢和建筑工具来修理。使用制作好的地窖钢门升级至地窖钢门。
cellarDoorDoubleSteel,blocks,Block,地窖钢门
cellarDoorDoubleSteelDesc,blocks,Block,长按[action:local:Activate][action:permanent:Activate]即可锁住或设置组合。在辅助动作下，使用锻钢和建筑工具来修理。
